MEMBER_RATING;OPTIN_TIME;OPTIN_IP;CONFIRM_TIME;CONFIRM_IP;LATITUDE;LONGITUDE;GMTOFF;DSTOFF;TIMEZONE;CC;REGION;LAST_CHANGED;LEID;EUID;NOTES;TAGS
5;2015-01-19 22:58:50;;2019-03-24 19:33:28;;37.7913000;'-122.2430000;;;510;us;ca;2019-03-24 19:33:28;75868755;935951f9c4;;
5;2016-01-17 23:18:29;;2019-03-24 19:33:53;;33.9937000;'-118.4280000;;;310/424;us;ca;2019-03-24 19:33:53;75902643;1d2e6476d8;;
4;2012-06-29 08:54:47;;2019-03-24 19:33:36;;44.1366000;4.8050100;;;;fr;pac;2019-03-24 19:33:36;75880075;5ae2357f1b;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:58;;;;;;;;;2019-03-24 19:33:58;75909547;3cb34f7add;;
2;2012-08-30 10:42:13;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871367;09ed62e9f9;;
3;2013-09-24 19:05:47;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890335;6c5c7f1107;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:38;;42.7763000;'-71.8850000;;;603;us;nh;2019-03-24 19:33:38;75882307;732f6dd45d;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75873535;0b46ed8abc;;
2;2014-09-02 15:01:40;;2019-03-24 19:33:58;;28.5105000;'-81.3570000;;;407/321/689;us;fl;2019-03-24 19:33:58;75910011;ac2da1919f;;
2;2015-04-10 07:14:40;;2019-03-24 19:33:34;;45.4282000;9.1614800;;;;it;mi;2019-03-24 19:33:34;75876227;756a0e2659;;
3;2018-02-13 17:22:42;;2019-03-24 19:33:44;;59.9320000;10.7644000;;;;no;3;2019-03-24 19:33:44;75890087;798e251c54;;
2;2018-03-05 18:22:17;;2019-03-24 19:33:44;;55.5902000;13.0105000;;;;se;m;2019-03-24 19:33:44;75891271;479406f275;;
2;2018-09-11 17:42:37;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904371;0864f9710b;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:41;;42.6488000;'-71.1620000;;;978/351;us;ma;2019-03-24 19:33:41;75886203;2fc03d252a;;
4;2016-05-06 16:04:15;;2019-03-24 19:33:25;;40.6718000;'-73.9359000;;;347/917/718/929;us;ny;2019-03-24 19:33:25;75864211;11f7c91d5b;;
2;2012-06-29 08:56:35;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75867699;c3a8007006;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:39;;52.4847000;13.3556000;;;;de;be;2019-03-24 19:33:39;75884151;c7c9007c15;;
2;2018-09-13 04:07:53;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904423;c827436b01;;
4;2015-04-13 14:53:41;;2019-03-24 19:33:34;;48.8608000;2.3423400;;;;fr;idf;2019-03-24 19:33:34;75876447;f0622e7a0c;;
5;2015-03-04 19:33:52;;2019-03-24 19:33:31;;34.1530000;'-118.6030000;;;747/818;us;ca;2019-03-24 19:33:31;75872811;054de9597b;;
5;2014-10-14 00:51:44;;2019-03-24 19:34:00;;;;;;;;;2019-03-24 19:34:00;75912427;3c32857922;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:54;;22.3384000;91.8317000;;;;bd;b;2019-03-24 19:33:54;75903987;6071d689ae;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:44;;53.3404000;'-6.2531900;;;;ie;d;2019-03-24 19:33:44;75890787;541be3445a;;
5;2016-01-25 16:19:39;;2019-03-24 19:33:54;;52.3648000;4.7997400;;;;nl;nh;2019-03-24 19:33:54;75904147;911dc9f600;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:54;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:54;75904095;a59ad424f6;;
5;2015-11-25 18:29:15;;2019-03-24 19:33:50;;28.3791000;'-81.4679000;;;407/321/689;us;fl;2019-03-24 19:33:50;75899095;ea4cbe3fa2;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:47;;41.1011000;'-85.1701000;;;260;us;in;2019-03-24 19:33:47;75895219;9811c0045a;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:48;;37.8129000;'-122.2700000;;;510;us;ca;2019-03-24 19:33:48;75896991;16ba584b49;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:54;;35.6712000;139.7150000;;;;jp;13;2019-03-24 19:33:54;75904483;1b97c28e9b;;
5;2015-06-21 19:41:45;;2019-03-24 19:33:38;;45.4392000;'-73.6766000;;;514;ca;qc;2019-03-24 19:33:38;75882295;5b6acf2080;;
5;2016-05-17 18:13:54;;2019-03-24 19:33:26;;28.2778000;'-81.3506000;;;407/321/689;us;fl;2019-03-24 19:33:26;75864947;b50a54b9d8;;
5;2015-11-23 23:35:04;;2019-03-24 19:33:50;;43.4381000;'-80.5099000;;;519;ca;on;2019-03-24 19:33:50;75898967;ff90d2022e;;
2;2014-04-04 14:11:57;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901739;c3159cdcc6;;
5;2013-10-21 14:43:56;;2019-03-24 19:33:45;;40.3381000;'-76.8038000;;;717/223;us;pa;2019-03-24 19:33:45;75892591;fd2741d1a7;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:26;;40.9166000;'-73.7855000;;;914;us;ny;2019-03-24 19:33:26;75865587;41e1e6f367;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875995;5df8522c62;;
3;2012-06-29 08:54:47;;2019-03-24 19:33:38;;38.7327000;'-9.1726600;;;;pt;11;2019-03-24 19:33:38;75882155;34b14c5165;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:42;;52.5009000;13.4228000;;;;de;be;2019-03-24 19:33:42;75888463;aaf2f0c4e6;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881579;f63e988c3f;;
5;2012-06-29 08:56:03;;2019-03-24 19:34:01;;35.5100000;139.4490000;;;;jp;14;2019-03-24 19:34:01;75912759;40cc579cc7;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:57;;43.9299000;2.1493500;;;;fr;occ;2019-03-24 19:33:57;75908151;7e680023a6;;
5;2015-07-04 16:10:20;;2019-03-24 19:33:39;;38.9993000;'-76.9750000;;;301/240;us;md;2019-03-24 19:33:39;75883223;d46a2b182b;;
2;2015-08-12 02:24:40;;2019-03-24 19:33:41;;19.3792000;'-99.1594000;;;;mx;cmx;2019-03-24 19:33:41;75886879;f90bb6e075;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75906891;7589dd35f2;;
5;2015-06-15 13:16:03;;2019-03-24 19:33:37;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:37;75881687;bed47d6113;;
4;2018-01-15 10:45:06;;2019-03-24 19:33:42;;;;;;;;;2019-03-24 19:33:42;75887587;08eb7bbbb1;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885359;917ff9133b;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890111;07f6159ce7;;
5;2014-01-25 02:57:47;;2019-03-24 19:33:50;;50.7931000;4.3494400;;;;be;bru;2019-03-24 19:33:50;75898607;db19d6039f;;
2;2015-03-10 16:39:08;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75873127;fd70233d7b;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:56;;52.3576000;4.6347400;;;;nl;nh;2019-03-24 19:33:56;75906579;cd1b6e7090;;
3;2017-08-30 17:20:39;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881487;9d71fd3abb;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:55;;41.2949000;'-73.7977000;;;914;us;ny;2019-03-24 19:33:55;75906303;2bcd4ed12b;;
5;2015-03-09 18:09:13;;2019-03-24 19:33:31;;37.5532000;'-77.4564000;;;804;us;va;2019-03-24 19:33:31;75873095;5a58a3eb0b;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:55;;'-34.8333000;'-58.1000000;;;;ar;b;2019-03-24 19:33:55;75906167;2e7e4e3e02;;
5;2017-05-30 12:59:36;;2019-03-24 19:33:34;;40.6463000;'-74.3456000;;;908;us;nj;2019-03-24 19:33:34;75876315;88b91f1872;;
5;2015-10-20 15:29:41;;2019-03-24 19:33:48;;42.4396000;'-76.4874000;;;607;us;ny;2019-03-24 19:33:48;75895943;89dbfceacf;;
5;2014-09-12 08:22:31;;2019-03-24 19:33:59;;1.5215200;103.7670000;;;;my;1;2019-03-24 19:33:59;75910931;5a228c72e5;;
5;2012-06-29 08:56:29;;2019-03-24 19:33:26;;44.8423000;'-0.5834730;;;;fr;naq;2019-03-24 19:33:26;75864995;6548caee7f;;
4;2012-06-29 08:54:20;;2019-03-24 19:33:30;;13.7330000;100.5000000;;;;th;10;2019-03-24 19:33:30;75870543;b914a694d9;;
5;2012-11-27 14:24:59;;2019-03-24 19:33:35;;38.9987000;'-77.0365000;;;301/240;us;md;2019-03-24 19:33:35;75877755;6d6ae5ab07;;
5;2016-05-06 04:13:58;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864199;2e1dee3ad3;;
2;2013-02-27 05:36:42;;2019-03-24 19:33:38;;;;;;;;;2019-03-24 19:33:38;75882267;d1172d5695;;
4;2014-12-01 16:55:20;;2019-03-24 19:33:26;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:26;75865627;4541691edc;;
5;2015-09-01 14:40:01;;2019-03-24 19:33:42;;59.9218000;10.7757000;;;;no;3;2019-03-24 19:33:42;75888519;39cd74413c;;
2;2015-06-07 06:35:30;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881051;85ded85c36;;
5;2017-09-14 10:46:04;;2019-03-24 19:33:38;;52.6360000;1.2966800;;;;uk;nfk;2019-03-24 19:33:38;75882111;a2b97f57fd;;
5;2012-11-19 01:54:43;;2019-03-24 19:33:34;;36.0025000;'-86.7912000;;;615/629;us;tn;2019-03-24 19:33:34;75876887;ffe344158c;;
2;2012-06-29 08:56:35;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75868379;4d5808d4a1;;
5;2012-10-03 17:08:23;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874039;58346dba3b;;
5;2018-03-22 03:20:44;;2019-03-24 19:33:48;;46.1964000;6.1411400;;;;ch;ge;2019-03-24 19:33:48;75895695;1d012820f9;;
4;2014-04-22 00:25:15;;2019-03-24 19:33:52;;35.0791000;'-106.6170000;;;505;us;nm;2019-03-24 19:33:52;75902127;99740760f9;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:43;;34.1222000;'-81.1960000;;;803;us;sc;2019-03-24 19:33:43;75889571;fd8f28ba69;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:32;;'-33.7600000;150.7200000;;;;au;nsw;2019-03-24 19:33:32;75873779;31d07741b0;;
5;2018-03-14 10:32:12;;2019-03-24 19:33:45;;22.2759000;114.1670000;;;;hk;no region;2019-03-24 19:33:45;75891827;bfd90e25cf;;
5;2018-10-09 03:43:35;;2019-03-24 19:33:55;;33.7433000;'-84.3785000;;;404/678/470;us;ga;2019-03-24 19:33:55;75905703;62e7cf25dc;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:26;;40.7642000;'-73.9874000;;;212/332/646/917;us;ny;2019-03-24 19:33:26;75865095;5e65c9497e;;
4;2012-06-29 08:54:41;;2019-03-24 19:33:35;;'-34.9063000;'-56.2084000;;;;uy;mo;2019-03-24 19:33:35;75878315;6681c49807;;
5;2018-03-19 04:53:47;;2019-03-24 19:33:45;;37.8356000;'-122.2230000;;;510;us;ca;2019-03-24 19:33:45;75892087;77ae318112;;
5;2019-04-25 03:51:42;;2019-04-25 03:51:42;67.197.38.10;35.0063000;'-80.9425000;'-5;'-4;803;us;sc;2019-04-25 03:51:42;86822227;9bf1649338;;
5;2019-01-31 12:24:31;;2019-03-24 19:33:59;;34.1423000;'-118.1260000;;;626;us;ca;2019-03-24 19:33:59;75910423;e0ff673e53;;
3;2015-07-26 23:10:13;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885707;88fa20ec7f;;
5;2012-06-29 08:56:29;;2019-03-24 19:33:25;;59.9345000;10.7637000;;;;no;3;2019-03-24 19:33:25;75864807;ce02d37cf2;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:25;;25.2713000;55.3290000;;;;ae;du;2019-03-24 19:33:25;75864535;1c972bacff;;
2;2018-05-29 15:16:53;;2019-03-24 19:33:51;;51.4984000;'-0.1016550;;;;uk;swk;2019-03-24 19:33:51;75900083;8c0ed6d008;;
2;2015-07-26 08:29:29;;2019-03-24 19:33:40;;18.9804000;72.8273000;;;;in;mh;2019-03-24 19:33:40;75885671;fbfc5648df;;
4;2012-11-19 16:02:05;;2019-03-24 19:33:34;;52.4477000;13.3189000;;;;de;be;2019-03-24 19:33:34;75877099;5eb3e9ed34;;
2;2015-10-07 13:49:34;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892871;5b3f5b179b;;
3;2017-06-26 17:22:18;;2019-03-24 19:33:35;;48.8596000;2.2615200;;;;fr;idf;2019-03-24 19:33:35;75878083;5b99e11fb5;;
2;2019-08-10 16:05:10;;2019-08-10 16:05:10;14.187.83.75;10.7694000;106.6820000;;;;vn;sg;2019-08-10 16:05:10;91795695;5cd7689f99;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:51;;;;;;;;;2019-03-24 19:33:51;75900611;63e37a9741;;
4;2016-04-03 04:38:57;;2019-03-24 19:33:23;;'-35.3045000;174.1240000;;;;nz;ntl;2019-03-24 19:33:23;75862503;12a476dbe3;;
3;2012-06-29 08:54:47;;2019-03-24 19:33:36;;48.8593000;2.3769500;;;;fr;idf;2019-03-24 19:33:36;75880303;d16e3688bf;;
4;2019-10-28 14:59:27;;2019-10-28 14:59:27;194.75.76.202;50.8326000;'-0.7807700;;;;uk;wsx;2019-10-28 14:59:27;94369771;ec3e5b2064;;
2;2014-05-19 16:17:42;;2019-03-24 19:33:53;;51.4801000;'-0.1966600;;;;uk;hmf;2019-03-24 19:33:53;75903351;7fbab131d3;;
2;2019-01-29 02:50:56;;2019-03-24 19:33:58;;40.7642000;'-73.9874000;;;212/332/646/917;us;ny;2019-03-24 19:33:58;75910291;ffcc1efd03;;
2;2016-08-03 18:36:45;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75867631;5b81f143e0;;
2;2013-02-05 19:55:48;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75880907;59df29517d;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:53;;;;;;;;;2019-03-24 19:33:53;75903603;d8a3701d06;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75878987;e0dc78b072;;
2;2015-03-17 22:16:01;;2019-03-24 19:33:32;;33.8755000;'-84.3334000;;;404/678/470;us;ga;2019-03-24 19:33:32;75874099;6c49ab8f83;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:42;;;;;;;;;2019-03-24 19:33:42;75888219;52d473276f;;
4;2013-01-18 15:20:07;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75880147;8cd0b24e39;;
4;2012-06-29 08:54:47;;2019-03-24 19:33:38;;48.8029000;2.2870500;;;;fr;idf;2019-03-24 19:33:38;75883003;239f0704e5;;
5;2017-10-17 20:32:11;;2019-03-24 19:33:39;;45.7661000;21.2506000;;;;ro;tm;2019-03-24 19:33:39;75883447;30d3d74468;;
4;2019-01-29 14:03:07;;2019-03-24 19:33:58;;43.8735000;'-79.3335000;;;905;ca;on;2019-03-24 19:33:58;75910323;6d2761e8ae;;
4;2018-05-23 17:07:53;;2019-03-24 19:33:51;;;;;;;;;2019-03-24 19:33:51;75899783;fca649d3af;;
2;2016-03-07 21:56:08;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911727;59fdcd740d;;
5;2014-11-24 15:47:57;;2019-03-24 19:33:25;;41.1327000;'-73.4027000;;;203/475;us;ct;2019-03-24 19:33:25;75864359;6c3d52e53f;;
5;2012-12-31 18:04:14;;2019-03-24 19:33:36;;51.4368000;7.0422400;;;;de;nw;2019-03-24 19:33:36;75879615;dc54f39723;;
5;2019-08-05 16:57:00;;2019-08-05 16:57:00;129.46.232.65;31.7726000;'-82.3512000;;;912;us;ga;2019-08-05 16:57:00;91236827;3467b6a371;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:43;;41.0600000;'-112.0080000;;;801/385;us;ut;2019-03-24 19:33:43;75888855;9444332b52;;
4;2014-07-24 09:06:36;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75906499;bb511edb97;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75880447;3a3ca1e205;;
3;2014-12-09 15:34:17;;2019-03-24 19:33:27;;40.7128000;'-74.0095000;;;212/646/917/929;us;ny;2019-03-24 19:33:27;75866467;2b35f283ee;;
4;2017-10-29 01:02:42;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75884715;0c128cf2f6;;
5;2014-11-24 16:50:12;;2019-03-24 19:33:25;;41.3521000;'-72.0442000;;;860/959;us;ct;2019-03-24 19:33:25;75864375;ac27c1e300;;
5;2019-07-25 16:22:04;;2019-07-25 16:22:04;77.242.164.31;51.1922000;3.5629800;;;;be;vov;2019-07-25 16:22:04;90829299;b5e6596a61;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:23;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:23;75862027;6011f4ba36;;
2;2014-02-10 13:23:40;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75899363;84d4b8d741;;
4;2017-08-09 14:25:36;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75880575;b7dd516e12;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75888691;05f0726292;;
5;2015-09-03 04:54:38;;2019-03-24 19:33:43;;44.4317000;26.0693000;;;;ro;b;2019-03-24 19:33:43;75888731;6c149db795;;
5;2013-12-09 09:43:42;;2019-03-24 19:33:47;;60.1714000;24.9334000;;;;fi;18;2019-03-24 19:33:47;75895487;7a8696b363;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:58;;19.3626000;'-99.3497000;;;;mx;mex;2019-03-24 19:33:58;75910139;fd774bbef2;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:50;;47.5569000;18.9433000;;;;hu;bu;2019-03-24 19:33:50;75898299;f353b4c6a3;;
1;2013-07-14 17:47:37;;2019-03-24 19:33:42;;;;;;;;;2019-09-16 06:22:03;75887679;fbe39f94e6;;
5;2015-12-08 12:15:46;;2019-03-24 19:33:51;;;;;;;;;2019-03-24 19:33:51;75900091;f43e954d37;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892463;0774712e3b;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901895;e7b5fec3db;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:53;;37.3528000;'-121.8500000;;;408/669;us;ca;2019-03-24 19:33:53;75903395;146de85311;;
5;2014-01-06 15:41:24;;2019-03-24 19:33:48;;52.5830000;'-1.2075400;;;;uk;lce;2019-03-24 19:33:48;75896935;df712bf479;;
5;2015-10-19 19:23:09;;2019-03-24 19:33:47;;37.6872000;'-121.8950000;;;925;us;ca;2019-03-24 19:33:47;75895479;5e33d8a1a9;;
5;2019-05-22 12:35:20;;2019-05-22 12:35:20;82.254.30.68;48.8664000;2.4000600;1;2;;fr;idf;2019-05-22 12:35:20;88244703;5172f2e37f;;
5;2014-12-30 00:32:21;;2019-03-24 19:33:27;;34.1236000;'-118.2880000;;;323/818/747;us;ca;2019-03-24 19:33:27;75867607;b94b186e30;;
4;2012-11-13 22:48:52;;2019-03-24 19:33:34;;39.1002000;'-104.8500000;;;719;us;co;2019-03-24 19:33:34;75876599;b1bf6e8fd4;;
1;2015-02-24 10:33:41;;2019-03-24 19:33:31;;;;;;;;;2019-09-11 21:52:02;75872103;b6d8b212ac;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872463;ce9f752cf6;;
4;2018-02-20 17:11:32;;2019-03-24 19:33:44;;38.6282000;'-121.3280000;;;916/279;us;ca;2019-03-24 19:33:44;75890659;635da4b833;;
2;2013-06-10 04:44:22;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886667;c40d85d954;;
5;2019-09-17 13:02:15;;2019-09-17 13:02:15;77.140.237.39;45.8980000;3.2197900;;;;fr;ara;2019-09-17 13:02:15;92767003;88c017c4c4;;
2;2017-04-20 21:39:21;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874559;7024ee2651;;
2;2013-10-11 20:07:09;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75891775;9992481257;;
4;2013-11-28 10:24:10;;2019-03-24 19:33:47;;37.7142000;'-121.9310000;;;925;us;ca;2019-03-24 19:33:47;75894791;5296b6b40f;;
4;2017-12-04 05:27:03;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886727;db880bbe09;;
5;2019-09-07 22:57:27;;2019-09-07 22:57:27;181.239.51.203;'-34.9055000;'-57.8747000;;;;ar;b;2019-09-07 22:57:27;92536071;730b5a868f;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:26;;;;;;;;;2019-03-24 19:33:26;75865495;857430070a;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75902059;f818829f14;;
5;2018-07-14 01:18:24;;2019-03-24 19:33:52;;45.4389000;'-122.7720000;;;503/971;us;or;2019-03-24 19:33:52;75902187;4b8cac9b49;;
2;2014-09-01 05:00:33;;2019-03-24 19:33:58;;;;;;;;;2019-03-24 19:33:58;75909751;43fcbe1acb;;
4;2018-03-21 19:12:05;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75895627;34e1ea120a;;
5;2018-04-30 17:08:46;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75898767;62d7afbd1d;;
4;2018-02-08 19:00:33;;2019-03-24 19:33:43;;40.7796000;'-73.9496000;;;212/332/646/917;us;ny;2019-03-24 19:33:43;75889739;c627aed386;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:57;;;;;;;;;2019-03-24 19:33:57;75908923;23d2de2e4c;;
2;2012-06-29 08:55:26;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75895483;7fd8514d94;;
5;2016-01-25 06:01:52;;2019-03-24 19:33:54;;34.1015000;'-118.4520000;;;310/424;us;ca;2019-03-24 19:33:54;75903959;9bf7d3e385;;
1;2015-03-09 07:07:44;;2019-03-24 19:33:31;;44.1366000;4.8050100;;;;fr;pac;2019-11-25 14:34:05;75873063;c378d4c0c4;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901963;4088c7d979;;
2;2013-05-29 16:43:17;;2019-03-24 19:33:41;;35.9021000;'-78.7071000;;;919/984;us;nc;2019-03-24 19:33:41;75886419;1256377842;;
2;2015-04-07 00:31:22;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875959;872cce70a7;;
5;2015-05-26 05:47:23;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75880083;be75a08a73;;
3;2013-08-01 14:27:50;;2019-03-24 19:33:42;;35.0646000;'-80.8061000;;;704/980;us;nc;2019-03-24 19:33:42;75888111;50cdb7f5b9;;
2;2012-07-30 23:34:44;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75870459;6cf4d880ed;;
5;2018-10-30 15:02:10;;2019-03-24 19:33:56;;43.6057000;1.4405100;;;;fr;occ;2019-03-24 19:33:56;75906707;b84cb15ae0;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874123;e93991c3d6;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:29;;42.2331000;'-83.6238000;;;734;us;mi;2019-03-24 19:33:29;75869963;64527c00c5;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:28;;48.8553000;2.3146800;;;;fr;idf;2019-03-24 19:33:28;75867723;f0e2c76280;;
5;2012-09-23 20:52:05;;2019-03-24 19:33:31;;48.8277000;2.3615200;;;;fr;idf;2019-03-24 19:33:31;75872751;7bbd16e3aa;;
2;2018-05-30 12:12:49;;2019-03-24 19:33:51;;59.9664000;10.9954000;;;;no;2;2019-03-24 19:33:51;75900155;8b995536bc;;
4;2012-06-29 08:54:09;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75867555;7eb712a0cb;;
2;2015-01-21 15:57:02;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75868891;10c5fd3be4;;
2;2012-11-26 12:36:04;;2019-03-24 19:33:34;;25.2713000;55.3290000;;;;ae;du;2019-03-24 19:33:34;75877575;5d41b6f42c;;
5;2014-01-13 04:03:38;;2019-03-24 19:33:49;;'-36.8549000;174.7700000;;;;nz;auk;2019-03-24 19:33:49;75897495;d8ab8809d2;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:23;;37.7706000;'-122.4410000;;;415/628;us;ca;2019-03-24 19:33:23;75862143;ec298289ac;;
4;2012-06-29 08:56:35;;2019-03-24 19:33:28;;40.6740000;'-73.8730000;;;718/347;us;ny;2019-03-24 19:33:28;75867647;6b00307568;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75867663;0e773ae3f3;;
2;2013-09-09 16:24:23;;2019-03-24 19:33:43;;41.3989000;2.1642300;;;;es;b;2019-03-24 19:33:43;75889163;7850741a30;;
5;2018-09-11 12:34:55;;2019-03-24 19:33:54;;50.8455000;'-1.0269500;;;;uk;por;2019-03-24 19:33:54;75904335;4e34eea60b;;
2;2016-02-01 15:30:27;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75907591;43ae58339a;;
5;2019-01-29 14:10:18;;2019-03-24 19:33:58;;;;;;;;;2019-03-24 19:33:58;75910343;b5b32ec0e3;;
5;2013-06-08 23:54:06;;2019-03-24 19:33:41;;48.8894000;2.3149400;;;;fr;idf;2019-03-24 19:33:41;75886635;0e211f9500;;
4;2019-08-21 13:41:40;;2019-08-21 13:41:40;205.203.117.1;51.4984000;'-0.1016550;;;;uk;swk;2019-08-21 13:41:40;92030183;ad86bc0e39;;
5;2014-09-02 10:21:42;;2019-03-24 19:33:58;;32.4429000;34.9208000;;;;il;ha;2019-03-24 19:33:58;75909971;3a01f0230b;;
2;2014-11-25 20:56:12;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864851;5e2abb8474;;
3;2019-04-23 17:25:31;;2019-04-23 17:25:31;77.40.144.162;51.4670000;'-0.9043750;1;2;;uk;wok;2019-04-23 17:25:31;86790647;03a0dd6058;;
4;2018-03-22 11:40:46;;2019-03-24 19:33:48;;41.3864000;2.1436000;;;;es;b;2019-03-24 19:33:48;75895895;11e735911a;;
